FrameTimesStart	FrameTimesEnd	Left-Cerebral-White-Matter	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Cerebral-White-Matter	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	Optic-Chiasm	AirCavity	Skull	Vermis	Pons	CSF-ExtraCerebral	Head-ExtraCerebral	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula
1200	1500	18116.111740990505	12813.890898382646	26398.720240542763	20620.69570582199	20194.100503424343	25433.050243598685	15803.46110258859	22171.703476548173	23001.525807698566	22111.70985009045	16847.799886437377	21067.341149887143	26632.41204610583	19851.40685904409	19910.291296781834	20819.073017939816	23083.396803449876	21689.8330078125	21574.369548860144	17957.437384809982	12352.571814220073	23836.990133846506	20142.742017883764	19643.175703565714	25201.426994514673	16309.450908179131	22016.21950285655	23189.496346873722	27504.76697243148	20250.47051414482	20700.11362154908	23127.575154388032	21962.150146484375	22054.45634434587	11299.948514344262	3914.729041797632	4383.957195334245	19538.975273453143	22452.026732082315	15039.016044537679	3148.3206465819976	20026.089672704784	19690.204409447415	18601.180200690826	24523.859814924894	18183.254155629693	19384.457374098263	18598.386301559352	18372.057432393645	19189.507932579203	22233.949269693137	19178.525523655186	24714.76129768544	19874.595749678938	18117.898790741187	19324.52933499906	19348.90979572474	18057.92812719761	18414.259268611448	19455.839626532437	27631.73458514636	19799.45824309669	20382.78781169971	19549.91502900053	19841.123255625753	20170.42400066564	18661.20050716011	18238.641450461844	18927.798023815343	18728.06661562169	19313.77846758257	16486.42804281709	17369.246348110464	22454.8697358486	20077.766542588633	19410.029321609283	20251.352892259194	18367.707269160037	24410.69539302056	17423.51909561641	19290.87919196476	18044.664782847325	17778.611669873484	18898.817304561035	21914.935909619555	18651.060791078566	24336.97856378342	19693.407226748262	17852.05392368303	18718.582415284938	19459.366211931203	17940.027338507884	17332.035722338667	18894.187408715065	28015.566761796526	19291.198635370503	20990.870938956876	18879.17967745926	19388.584997627462	19886.064770252066	18368.991759096294	18062.833556285674	18886.079542784406	18368.518072281528	18699.632523125067	17912.783013888562	17566.752667682926	21852.084206814237	19594.78990214753
1500	1800	17198.28052693514	12082.200479423942	26932.680355674343	19771.861667573634	18257.2090543549	23317.232551106652	14167.929523427341	20286.21018658737	21945.621220058863	20669.030758947574	14748.122135268799	19972.299745668817	25745.327232923824	18736.827113254625	19243.384741502075	19003.846734664352	21724.67794945949	19694.63427734375	21579.934997987413	17006.22540047666	12141.910814303155	23735.274801815256	19335.00004841379	17851.076027054787	22830.794145752217	14422.027033745393	20159.02227451588	21801.16991588627	26551.89051202396	18687.08557932814	18652.67675541603	21768.903492350422	20027.674560546875	21697.8485160296	9889.38230820953	3864.252016063741	4332.016441634866	17712.183431836955	21159.10917955589	13738.711536138642	3182.4227997947346	18069.51318300664	17785.728340328205	16794.750036962596	22377.08145981941	16563.78153448146	17945.74546579971	16750.75241976998	16675.396565713	17562.0691108911	20196.168165375555	17237.463620187777	22597.58832849373	18070.909939355024	16458.707293597483	17723.19187986815	17447.885077612144	16293.393713033078	16165.883954976249	17395.52695262091	25633.39430874209	17932.798049270845	18463.39025624503	17765.394087144938	17785.604721479227	18225.7396484375	16722.636614545318	16336.943175661245	17218.581652547055	16719.06873793942	17227.644398448232	14596.881375323814	15897.525994731104	20801.946027986167	18529.194897307214	18096.575073407817	17845.991340970115	16503.80720072196	22319.88897103323	16811.81292195552	17769.260425121753	16366.356596075426	16147.673832141585	16960.44024789116	20263.269161969507	16949.764227249292	22766.778369975873	17830.244566396592	16031.097621744293	17754.5658335697	17714.935610720477	16180.111499367451	15745.482837112551	16922.328512308934	26088.916325140948	17650.148041340006	18564.252375554133	17048.346027039315	17648.74649077523	18160.267749672643	16590.361908639083	16338.993831357328	17175.71269553157	16636.492907942644	16872.25772919824	15246.34457685708	16129.162794893815	20157.155464228876	17933.461332869432
1800	2100	16263.099381187867	11541.454339451382	24731.414447985197	18592.01901626457	16635.566105269674	21304.191231161956	12892.918249019627	18439.29199988825	20283.186296251086	18971.32130679803	14279.965662199364	18729.13272207622	24086.356310554904	17032.008063059122	17761.240302584647	17921.854194155094	20966.477340060017	17370.10205078125	19978.821251326477	16160.637972679253	11483.456474672743	20517.534143784465	18204.624158488456	16111.289784693161	21571.795526382066	13577.379472032402	17975.03931667871	20072.63309157489	25445.995654858798	17447.023997514563	18147.150269603146	20137.213542604113	21476.8125	20589.70827264301	9434.647873174948	3812.798227869234	4264.597800673335	15450.159745600971	20334.94327728189	12621.40637212872	3220.1364359601826	16553.77300577718	16322.131383353051	15059.65924423812	20362.62096165459	15764.033412425815	16461.633063872247	15146.065430851604	15531.818513777906	16065.772669238158	18792.562620958786	15395.56299229056	20777.35011109959	16436.51133918379	14762.957751264497	16273.86020401505	16114.594687640425	14890.831522071843	14797.970922706025	15722.72283680637	23278.367118481343	16214.13713290342	16847.364686934277	15949.134938677113	16324.976079663345	16579.30285261351	14926.952408382042	14738.693592689237	15698.338461192121	15326.413411400901	15664.770240580081	13312.880040107719	14544.784171826084	18521.758005833497	16741.88889407511	16512.460677790026	16286.966835972644	14986.944263465937	20298.71955205353	14767.254336463977	16120.266924317652	14882.485639964616	15065.430766799973	15753.183134911853	18684.396925737554	15693.449543893199	20412.288234024647	16312.847249612125	14749.271349683757	16123.026704012924	16106.458689244944	14776.438002806279	14829.530720830158	15776.408692896617	23516.833283599146	16352.200709008412	17408.752578801406	15746.357919159447	16089.69448551063	16479.172500598055	15230.70555329628	15120.704605678748	15630.898455552937	15179.384445158546	15171.07544490617	13779.872796877928	14532.066500219262	17316.476967592593	16489.728729563794
2100	2400	15574.942021175662	11192.05003273493	24294.999190481085	17940.19099499237	15144.988035956194	20176.998945660293	12044.202834952048	16928.111497183316	19091.038082970514	17788.098308030647	14017.470616622222	18250.51256504217	24142.374126273793	16085.732324408928	16329.336429940375	16871.952294560186	19710.62818759156	17197.58154296875	19410.952809389637	15392.463442031312	11021.186771098537	20916.423189051013	17263.192020623603	14834.936659477398	19470.556434739272	12073.177558617745	16857.85857195301	18901.299243742975	24877.03149093668	16387.442332351824	15394.161159173696	19691.748356620843	17936.65234375	19736.359429253473	10902.328333119876	3776.890082837554	4264.713459894503	14341.759651229913	19553.87471004188	11846.803484814938	3260.4264683422625	15292.85635215744	15706.965230040389	14031.488334997543	19244.78725414921	14489.648432784837	15081.798326074315	14133.912694397273	14213.130968866837	14890.680015879861	17316.024383479995	14483.12674726999	19320.233931849958	15620.51818288028	13647.497049680404	15060.797462623757	14677.84837256882	14019.380736544354	13786.017734396832	14805.873155712914	21013.393108641547	15327.823428274976	15210.634572106257	14829.066489330176	14934.101861705287	15353.201808173346	13920.508946089973	13720.865938536654	14312.29738489457	13968.63722143503	14580.014250894543	11909.439175937008	13747.639792039356	16807.66202488674	15649.463110728884	14832.835067824937	15436.702069802912	13989.79214680443	18590.722127278645	14597.592215991675	15253.099491853247	13766.319450032208	14067.820697414674	14588.050133106535	17398.245095058683	14424.223154475621	19238.684218605526	15378.455585632846	13394.55923555615	15242.73029841037	14625.944113223615	13764.460139606283	13397.319030265498	14589.619769932158	21646.986701528214	15049.20847139577	15809.28521511041	14488.153438023457	14664.926194803294	15671.116872733683	13985.86919844778	13705.134202263614	14518.775736916854	13945.094462702757	14394.585632233335	13340.351333000492	14080.77360520903	15971.046206778066	15142.58958588127
2400	2700	14911.470164120417	10696.08299305032	23710.534969932156	17115.831586047505	14163.942706846336	18525.530378133004	11356.7993663138	15386.818894129377	17987.963121202258	17121.17691632378	12493.19818642014	17141.358842401085	23627.331384031244	15600.75773428942	15088.939807482431	14547.735837673612	18392.16024751291	15681.21142578125	17896.320183282714	14781.75025230245	10515.943695662429	20774.732795266544	16918.46180932149	13861.292127907751	18871.136119423285	11558.562076982878	15441.94063295877	17538.468492484542	24493.57411543509	14989.118970443895	14472.216405051764	18411.36967904357	16799.088256835938	17711.032627486464	10665.289598808913	3717.6595417380413	4259.868844044452	13595.606552081248	18597.691038435038	11226.248490293987	3286.895591035899	14202.634085749623	14216.727794039654	13173.843187704277	17532.451981254246	14077.255964156384	14390.442490406225	13175.550714494679	13150.957948718988	13625.837072125942	16124.426957886895	13779.967803671632	17714.505623476423	14119.59622600956	12840.13849409451	14132.892490146396	14115.337775843036	12857.415342607243	12608.271809835192	13563.955680628776	19667.47517491594	14197.675282166974	14540.4862094611	13873.547336989182	13858.742547152675	14447.233753590946	12977.634567117993	12873.295325732748	13886.575702714796	13129.04296471832	13592.61953807214	11346.928003365196	13361.471216213384	15535.780943254336	14911.699007310523	13883.656889116208	14662.644659964715	13367.171973295704	17353.052766755154	14889.904663085938	14408.984198747004	13137.497655830324	12967.097636651	13608.8550747262	16297.16380218293	13413.330418436513	17936.20668450936	13940.25898764445	12673.426695736223	14843.129755057776	13813.31657095642	12663.56674109015	12498.28864104315	13640.965496996167	20205.73592813516	14237.553452104885	14915.770669759928	13682.584847276308	13746.199115478896	14593.923300104503	13002.130874018807	12776.548164759335	13828.042576818698	12885.594082217007	13614.768995709024	11447.727979028065	13578.931256427759	15157.30896629051	13966.608910953431
2700	3000	14398.87290622743	10427.417617361742	23155.942350688732	16552.876928513313	13189.036774052125	17633.939954805846	10470.054374085663	14617.441743650284	15980.597901662191	16716.64244732548	12593.879796309722	16451.467248671972	22761.94903620602	14259.023559926896	13953.047194420784	13910.659905960649	17867.404253562116	18441.11767578125	17136.720764874855	14246.392064960592	10072.870396312226	21134.064230526194	16071.966435395325	12876.402166440635	17329.245908452845	10299.327691425446	14783.361935967041	16596.703952642707	23738.963810206566	15354.29416793313	13032.645746261504	17745.322445809023	17017.051025390625	17673.90275662812	9121.356473328637	3628.629061860644	4234.261542032898	12887.70413245895	17919.060736396565	10588.353254298187	3295.476471509366	13938.521088661699	14061.41820524131	12409.602408086344	16984.74697006152	13719.791019292348	13614.379885907954	12583.223201170911	12396.728192678955	13153.589988743595	15206.46184799432	13072.057551789756	16604.203427155033	13220.858993650114	12215.001700970544	12955.571748567416	13410.049640604242	11857.455823448017	12276.28468943566	12404.088358513462	18719.74157199779	13235.546580229247	13641.175406285874	13212.351778625618	13342.191464408183	13560.109209028167	11943.505822279481	12104.314174272968	12999.716488936268	12300.689385206697	12820.760761015456	10744.943133935598	12685.210552290642	14651.813733833058	13434.367904409792	13260.546947436114	12994.623619721378	12304.006624671418	16741.894326366728	13091.256002349532	13679.191887123172	12169.231744348755	12238.007927190441	12634.929213248684	15290.674700252548	13231.846255604094	17019.162399529494	13231.620126661475	11601.876326820922	13327.679275332046	13170.951109644293	12133.277927263021	12215.170594882708	12679.58821673577	19341.296319061737	13393.821246116684	13458.765929708312	12883.542238520353	12922.931949969428	13360.066979911613	12169.288001576439	11852.37978283189	12648.290222837348	12144.91161381122	12655.363634711199	11209.641273967509	12673.684398198662	13517.57969563802	13122.836137600863
3000	3300	13942.223025531566	10630.933871246696	22045.338989257812	15348.014620670469	12230.252439706825	16348.590320418267	10335.09184665556	13418.899904045078	15394.252622816297	15212.293706437109	12323.837760712402	15738.131391795072	21941.769492447456	14834.502936819164	13174.119092795065	14252.118825231482	17583.20184544463	16442.66162109375	16238.169274645054	13665.303120377324	10250.848979573157	19060.640301872703	15131.76875103024	11948.515157231117	15472.123280123606	9675.559776662316	13621.819530604695	16496.15544990546	23036.57636430888	14282.8882093188	12987.323258962806	17457.04679829087	18036.9208984375	16743.14878049229	10047.472724289191	3626.0607455815853	4220.051674597632	12255.464733852497	16860.033501925816	10092.944141032089	3330.962835426486	13037.978190756514	12102.075161209306	11817.377171507875	15889.529006736866	12904.635546246313	12649.325091721517	12264.643106668178	11723.898425216992	12443.304653395873	14511.31963374294	12544.903244792893	15688.94183883742	12534.92229621504	11262.340646679519	12740.14792850712	12658.42674392266	11439.503646068792	11480.045880972895	12127.840875762553	17736.623188002704	13120.922987787748	12617.084449716862	12477.89875262576	12530.783124302101	12930.757101755185	11354.965890334122	11148.440922053758	12183.195444753905	11827.857953402048	12370.900407536625	9934.104886706453	11417.811915634784	13863.378734990014	13051.714404730095	13245.054559853432	12078.464479570823	11745.266410627806	15392.231797769036	13067.033261966504	12757.090037782384	11692.063771046349	11382.614438655615	12120.956864274016	14078.917315062834	12546.564755798954	15665.241580703883	12360.038876921544	11041.23161852095	13224.903726699697	12553.899203024635	11347.95538795589	11508.175726599551	11858.631814792929	17548.66655807154	12467.686699851636	12778.014450393357	12224.063075535292	11935.17684859964	12793.133198875656	11375.337081742773	11200.0215755505	12273.704064482983	11557.98726025352	11666.861325995716	10633.660518983672	11418.799961302935	12369.874836335359	12202.342586808485
3300	3600	13441.116185282448	9988.727702091808	20217.726729543585	14608.85016564562	11596.179539993947	15312.897369105607	9972.05709969827	13271.055647228302	15302.187185923258	14735.909198531499	11267.20061927117	15225.828032287012	21396.05254198703	13600.05258128195	13038.416168680793	11634.811106770834	16296.822136376983	16603.810791015625	16117.226015899443	13192.214026842814	9632.035716963743	17483.41363884421	14878.241879846604	11166.416343643077	14390.436382438984	9875.198253584727	13123.511507950165	15613.677710819322	21878.89085617697	13933.882184462465	12645.468092168328	15911.370970006827	13973.026733398438	14891.681841086982	9434.283459272541	3509.249670793681	4147.368441414649	10638.565568721528	15982.48181937904	9625.848406412057	3313.8072912905614	12492.999990214805	12439.356618378244	11186.860870020942	14440.81308499396	11849.008449046909	12210.406237084484	11608.95793519652	11242.71329484573	11831.269881276794	13553.801241982066	11939.492842397614	14793.614717766715	12131.871716787957	10808.248689176437	12144.842645318658	11790.111712614049	10646.041425223999	10905.574815093494	11721.910160145251	16518.860370104827	12265.41195313319	11983.796573683383	12033.563212263474	11629.37086260216	11719.11642902186	10954.311129029371	10612.225961490383	11320.616531419311	10995.230871642334	11501.035134547546	9465.376370056729	11232.60562126146	13216.217991889127	12212.046990921379	11972.453074206383	11440.124042766673	10746.387105046382	14199.777856961102	12039.517904334038	11973.042109946311	11009.052829691029	10948.413443849107	11321.040772373597	13563.689922498716	11733.414881777782	14874.345963029984	11898.25438264234	10338.179389289102	12483.410748970255	11331.753640806848	10779.54349186948	10705.658038247375	11185.103152441368	16898.03739666929	11762.82406449789	11667.818013366841	11708.078457549353	11567.40618763879	12406.43963647638	10804.339449640584	10692.6229033659	11558.173535424	10648.840688312266	11432.474746635939	9699.64486342034	10883.560107536074	12446.80969780816	11982.07330266438
3600	3900	12968.74798870218	9559.877968649973	21086.455399362665	14454.236072641743	10953.201973179228	14529.318482174845	9135.141808685185	12386.753863895878	14175.551275889078	14824.74993016636	11594.820743429591	14423.892244830393	21161.391828643387	11940.634294935187	12936.464179121858	11958.951530671296	16107.579980449018	16651.38525390625	15474.467482984484	12870.351663234009	9770.262846514228	17177.093383789062	14013.837649377258	10612.598035706324	13957.997559922045	9745.603263326359	12241.962609289676	14200.597885019548	21360.10774857883	12779.08528670569	12348.820733080905	15528.237752141262	12833.060302734375	15279.249113093661	7953.360539670851	3480.9843254218213	4151.257181723441	10566.158074650519	15552.979522458305	9332.695815985096	3317.6195777030107	12205.059674426979	11787.387034602949	10933.605818466156	13877.35431969684	12053.792906928984	11968.368604204097	10995.26776927884	10769.701866540341	11672.120121271826	12999.269664923797	11157.225180471483	14070.677299226943	11035.658906160816	10197.185838044154	11633.417366096566	11228.359617385317	10637.473285708007	10182.092565863391	11404.37570767557	15378.20029265971	11800.945974735925	11490.949339656096	11467.546444575082	11851.014000592471	11693.485231353348	10330.268747768137	10007.268359332587	11125.223756077878	10522.371595435725	11460.968515920114	9142.94321745065	11330.068233242957	12048.776870311282	11735.858311863305	11832.13698287681	10910.284566490596	10620.0774879225	13210.672140488603	11429.23848177565	11488.754300804245	10613.41377651635	10409.254177538869	11091.53097671268	13235.576186907658	11221.674489425734	14315.046767170283	11244.79262053497	10144.218760810654	12084.637004897457	10953.065565452294	10420.49990225638	10725.697490049119	10671.139298294574	17172.766601959316	11420.4605325193	11261.975488704004	11113.232087384438	10836.311804883493	11555.595895919369	10659.618207096772	9926.543789873896	11366.291084956394	10201.642433248411	11024.399951680825	8516.276989251955	9884.847084277377	12128.831319173178	11046.342526478038
3900	4200	12611.61609497608	9022.21314250972	19512.272281044407	13852.93991686099	10571.772291814355	13273.751071252973	8817.383948944449	11911.004905108857	14027.806232452393	12367.522223724816	10101.833782218324	14275.699683012434	20369.657432521806	12436.808892566714	12258.160006521508	11834.421384548612	14788.640487562987	16602.72802734375	13484.34071682432	12473.249604098337	9172.94810981998	16861.910572725184	13632.510350024606	10216.559784880754	12899.544990149365	8850.568938954046	11382.723332745389	14097.502199860743	20751.277050268618	12947.873154474972	10945.819429999041	14913.024413092726	10191.920043945312	14677.218615745645	8116.315721855789	3448.432150525531	4122.371537839228	9952.477755337655	15071.48850239962	9048.289162191099	3288.21766603528	11259.608973219878	10621.556881259688	10458.88248501497	13268.994501823388	11346.893248725859	11240.570143530884	10444.841831195985	10733.972016752674	10826.95729734388	12450.557463194622	11264.137773789793	13545.288242136286	10593.116577750428	9847.216961791184	11661.306686630478	10439.090207709563	9789.16891450673	9876.874259027745	10349.546965049052	14818.994998207576	11333.585435447765	10639.0468130809	10744.419581042972	10686.485642848374	10673.062946897771	9711.996015849412	9759.47035118927	10412.493629463865	9978.205609824343	10638.839118562277	9101.454702563451	10435.708503955166	11716.341482898359	11293.519668552899	11165.547842949669	10610.082793214757	9993.486826489963	12796.884263875898	11504.656964872654	11372.87615195616	10136.80819648133	10081.220326291888	10576.705344496155	12264.066881272633	10960.098746480448	13559.209227800773	10281.06351352958	9678.638500536317	11238.618266767278	10439.261054458948	10307.901324922941	10028.47960056212	10303.561609226708	15049.752527316767	11064.359879930335	10568.401584743382	10759.7427134675	10432.938492387244	11238.117379507454	10100.475710134926	9676.460615415212	10681.238884542661	9640.143960028838	10672.112317411273	8377.24904924247	10804.60925264419	11345.89917896412	10799.166631962016
4200	4500	12245.642110369254	9275.089992622137	18152.270944695723	13375.04501547248	10034.103729610944	13116.268320581683	9116.624638836964	11910.372876025811	13540.401135762533	11499.271124676327	9292.549950126237	13221.248738252063	19241.401117264722	11768.190344820701	11495.64002442238	11498.508194444445	14283.941525237105	15770.187255859375	14682.315735577979	12084.75425304641	9093.665617202285	17756.226225011487	13094.075866983841	9786.77567862723	12825.899813879301	8652.1388614289	11249.395639024642	12655.892406448027	20361.23864097911	12613.787744091154	11317.430088310008	13662.442775861935	11531.662963867188	14527.652108345104	8287.589383484887	3430.839312334382	4061.3585083788857	10185.43456483718	14367.07296292287	8764.870407969775	3293.858333145013	10910.643798730272	10428.540524793978	9900.380008342476	12455.258929856158	10086.49126856726	10898.166646937592	10080.432561752083	9708.125889673933	10127.496263862206	11981.55847615695	10339.598761110386	13237.156865512845	10471.13577607734	9444.618139282895	11388.206318348377	10306.372505018659	9517.545665628297	8899.774801194579	10231.036951617309	14727.561691348563	11101.313689116887	11436.335413343617	10510.402845780312	10550.768000514267	10445.747339414587	9585.081345488768	9543.382109220081	10045.918425877835	9660.08758526831	10005.824433235395	8345.778945394479	9836.710004262633	10872.656676627656	10585.940231384382	10553.709237459718	10682.572540626406	9745.265944071629	12643.899910653701	10570.04027881582	10291.234301511864	9881.566152915646	9535.983791651504	10023.44325543492	12191.392225137666	10657.79998872132	13081.083762394774	10338.308112249144	9366.875507318882	10956.356324205646	10357.602792208567	9348.125547637292	9763.992969014651	10007.61069043453	14201.592711732717	10856.793730748808	10270.971754319899	10348.695293623407	10174.403587164563	10229.08949199864	9771.264046652275	9495.88953937958	10225.846474492539	9420.97821095495	10568.954523784003	7439.990744251898	9639.373314263228	9498.476463487414	10303.622391074257
4500	4800	11970.692584310946	8979.63792864366	21502.61429636102	13348.872429855697	9597.258680622994	12541.636422827383	7921.491788811058	11570.42314060924	12571.26614994473	11923.036126715911	9843.096956147845	12265.43492853803	20332.174955023456	11118.647994623676	10780.600093913037	11079.095201099537	14455.822705265584	15335.09716796875	14730.975858666021	11775.005119763639	8421.128535022473	15926.4932717716	12935.601127373135	9528.442049944773	12357.805111026868	8158.727293722167	10988.350598574734	12602.537712041023	20249.27026086226	11668.55667822315	11447.334567916028	14387.720727951217	13909.567138671875	14531.095538525482	7484.493244108607	3447.1617002491685	4093.384405533219	9401.157487813502	13987.899074749805	8639.988026040124	3324.457174833961	10538.730365222633	10305.531966804525	9531.180837715276	12945.273418039515	10534.769818612946	11201.004898770101	10231.70278809236	9657.296422301486	10435.725912887847	11594.60412409632	9849.003170837575	12915.622302290105	9850.3727767373	8843.587540564742	9867.823675940344	10328.153861863571	9015.4219309213	8922.821471349316	9692.36208804277	13470.968878766153	10386.776667154369	10599.4520754799	9884.153306425602	10034.395439012607	10917.185868089617	9323.581826780119	9173.760665063439	10182.853415770647	9163.765984732683	9968.952205496269	8495.940442496558	10130.861050704383	10361.985600840924	10288.438119574963	10100.236261651615	9635.589949840798	9912.469871997513	11642.741865417767	9714.385670700234	10420.609186982976	9561.63388032404	9685.630427422726	10056.640344994119	12043.697757944527	10273.199633549893	13154.457730224345	9967.037627285643	9295.580183919838	10242.028641433535	9669.315864805592	9877.262792510064	9065.040811579014	10042.886954879907	14632.331654672262	10483.879785674466	9868.712990785256	10096.629133773198	9562.425494206736	10194.905854574814	9440.350494703109	9108.64968874881	10140.284070010834	9423.74906380804	10201.134987953445	8021.684205565674	8887.675668845797	9908.33961633753	10381.68709987149
4800	5100	11558.747218755145	8345.881025671348	17978.349699321545	12618.788408978344	9417.524228880799	12081.146335490608	8826.440443529544	10681.57433291809	12600.286002265082	10341.792949906001	9583.938551658319	11881.0872240179	18908.48626858317	10990.916454935492	9520.473231041045	9894.745794270833	12590.753209987972	15870.75732421875	12912.209834579004	11482.78536396431	9050.136256299778	13420.689869600184	12163.214074093927	9265.029653586418	10597.57078231795	7583.975424756699	10066.262470262167	12246.548022041727	19590.97007214496	9401.26157478866	9590.742387605445	13251.541205506765	10211.4189453125	14428.756021675641	10993.983306384478	3327.616614062902	4034.8472325945763	9025.267169431443	13046.447843937218	8404.165581620362	3321.491654194184	9912.878309157377	9544.502746422671	9261.097551076236	11520.836498020928	10483.15206974668	10058.588016684713	9563.925453474552	8888.468528547062	10395.125578749085	10984.420254210412	9319.98509161468	12336.361602513136	9156.167667665524	8606.788856319621	10310.340037027994	9513.842490298483	8766.695381273388	8363.277727425542	9206.484589353406	13911.319712192197	10085.38092121645	9790.343141847514	9541.879205473022	9615.645305743752	10195.482298271965	8615.211470985663	8548.18746928431	9604.043827113383	8462.294165176898	9441.795252873348	8648.361136757689	9033.70056357614	10720.938665329062	10211.928880103056	9601.507644218538	8689.853824891758	9286.89482646504	11449.71133580454	9508.357144184394	10080.754759630976	9627.943433351618	9071.165091689443	9008.16917077948	11468.215128810265	9923.56212116978	12469.161965125477	9324.06026423474	8952.821901105352	10335.453813488124	9360.06894205812	9459.822411639769	9834.697875645748	10101.02937502608	13576.951401829478	10450.531234866974	9680.753457154824	10220.572094329953	9219.563564975928	10253.909655771555	9400.21325712534	8793.119983939194	9738.35133215263	8882.75384207931	9674.707646820905	7064.241634980849	9323.50016925887	9097.05379683883	9747.999971811623
5100	5400	11300.980972468968	8130.3505504840705	20208.33242315995	12149.504766579576	8988.694230689473	11488.711419260113	7915.479820205827	10159.790679030608	11763.4445376926	10957.91098483169	8486.088209069294	11599.405009910131	20214.99765674698	11522.450740884782	10877.324179238314	10173.750690827546	12800.930792817204	12505.3740234375	11847.56008603813	11275.657557816045	8590.158323875157	18367.585822610294	11576.19063164803	8745.102129119814	10684.271181922224	7964.9852626641205	10150.983662116545	12655.713739627517	18603.776353583056	11355.33574728304	8188.338136862539	12032.010836934427	10982.367065429688	13767.518520664136	8809.902087602459	3318.3656332025575	3969.88799407825	9565.241095955773	12916.275459186729	8294.84790190511	3278.9518655289494	10375.960413600638	10221.57364855734	8986.70507325915	11480.996372388758	9722.073897333104	9713.78684559425	9105.61823856513	8843.289860536779	9785.57914894069	10997.428949406234	9377.258599573357	11899.223679063985	9581.048518568065	8394.208317416977	9709.537801564993	10259.285547149744	7849.225953203094	8112.538000342743	8972.536190038329	14131.907700937005	9573.226707607277	9487.139617219236	9003.228241160628	9187.809467081726	10414.465285830647	8151.263868419929	8466.420364015748	9710.08181505552	8316.920638221844	9058.08613454678	7802.231951270249	8842.633092890484	9911.812683819053	9299.09774495536	10214.222760266493	9078.812346684519	9392.52752460098	11029.435573094328	9143.561617764559	9794.800572045871	9456.369066043764	9020.897493675087	9275.864868213464	11352.587852763245	9466.636374850961	11589.705287162651	9403.802663691715	8898.892566736416	10539.79255243917	9223.054542791871	8872.442082264524	8411.841881695673	9925.579089825866	13308.794096895952	9939.503096812328	9146.030393597288	9728.608949841544	8838.6109399206	9574.402318962153	9311.836058615281	8706.821201603136	9657.364980132843	8598.018031013864	9856.069255907569	7845.303931469324	9450.770011863618	9253.487030707465	9390.5264604654
